Town Code,Town Name,Grant Name,Grant Year,Grant Amount
12,Bolton,STATE-OWNED PILOT,2010,"$34,632.01"
12,Bolton,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$19,644.55"
12,Bolton,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
12,Bolton,COLLEGES & HOSPITALS PILOT,2010,$0.00
12,Bolton,MFG. MACH. & EQUIP / COMML M.V.,2010,"$26,680.52"
12,Bolton,ADDITIONAL VETS,2013,"$5,079.53"
12,Bolton,ELDERLY HOMEOWNERS,2013,"$33,484.36"
12,Bolton,STATE-OWNED PILOT,2013,"$37,096.76"
12,Bolton,STATE-OWNED PILOT,2011,"$38,898.99"
12,Bolton,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$18,434.14"
12,Bolton,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
12,Bolton,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$19,721.43"
12,Bolton,STATE-OWNED PILOT,2012,"$38,204.14"
12,Bolton,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
12,Bolton,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$19,274.58"
12,Bolton,COLLEGES & HOSPITALS PILOT,2011,$0.00
13,Bozrah,TOTALLY DISABLED,2013,$280.91
13,Bozrah,TOTALLY DISABLED,2010,$344.25
13,Bozrah,MFG. MACH. & EQUIP / COMML M.V.,2011,"$110,714.84"
13,Bozrah,ELDERLY HOMEOWNERS,2012,"$26,197.78"
13,Bozrah,ELDERLY HOMEOWNERS,2011,"$25,225.13"
13,Bozrah,ELDERLY HOMEOWNERS,2010,"$25,725.01"
13,Bozrah,TOTALLY DISABLED,2012,$396.00
13,Bozrah,TOTALLY DISABLED,2014,$346.92
13,Bozrah,ADDITIONAL VETS,2010,$600.00
13,Bozrah,ELDERLY HOMEOWNERS,2014,"$24,399.39"
13,Bozrah,TOTALLY DISABLED,2011,$441.00
13,Bozrah,ADDITIONAL VETS,2011,"$1,434.00"
13,Bozrah,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$16,481.33"
13,Bozrah,STATE-OWNED PILOT,2014,"$4,619.26"
13,Bozrah,ADDITIONAL VETS,2012,"$1,302.76"
13,Bozrah,STATE-OWNED PILOT,2010,"$4,996.09"
13,Bozrah,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$14,387.66"
13,Bozrah,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
13,Bozrah,COLLEGES & HOSPITALS PILOT,2010,$0.00
13,Bozrah,MFG. MACH. & EQUIP / COMML M.V.,2010,"$115,719.11"
13,Bozrah,ADDITIONAL VETS,2013,"$1,435.03"
13,Bozrah,ELDERLY HOMEOWNERS,2013,"$23,186.41"
13,Bozrah,STATE-OWNED PILOT,2013,"$4,834.49"
13,Bozrah,STATE-OWNED PILOT,2011,"$4,833.56"
13,Bozrah,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$15,537.33"
13,Bozrah,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
13,Bozrah,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$15,170.79"
13,Bozrah,STATE-OWNED PILOT,2012,"$4,840.85"
13,Bozrah,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
13,Bozrah,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$11,922.22"
13,Bozrah,COLLEGES & HOSPITALS PILOT,2011,$0.00
14,Branford,TOTALLY DISABLED,2013,"$2,941.41"
14,Branford,TOTALLY DISABLED,2010,"$2,664.54"
14,Branford,MFG. MACH. & EQUIP / COMML M.V.,2011,"$304,495.59"
14,Branford,ELDERLY HOMEOWNERS,2012,"$210,995.55"
14,Branford,ELDERLY HOMEOWNERS,2011,"$210,446.65"
14,Branford,ELDERLY TAX FREEZE,2010,"$12,000.00"
14,Branford,ELDERLY TAX FREEZE,2012,"$10,000.00"
14,Branford,ELDERLY HOMEOWNERS,2010,"$199,876.05"
14,Branford,TOTALLY DISABLED,2012,"$2,839.59"
14,Branford,TOTALLY DISABLED,2014,"$2,750.67"
14,Branford,ADDITIONAL VETS,2010,"$28,174.33"
14,Branford,ELDERLY HOMEOWNERS,2014,"$216,565.16"
14,Branford,TOTALLY DISABLED,2011,"$2,804.83"
14,Branford,ELDERLY TAX FREEZE,2014,"$8,000.00"
14,Branford,ADDITIONAL VETS,2011,"$26,457.05"
14,Branford,COLLEGES & HOSPITALS PILOT,2014,"$113,085.82"
14,Branford,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$57,719.93"
14,Branford,ELDERLY TAX FREEZE,2011,"$11,500.00"
14,Branford,STATE-OWNED PILOT,2014,"$53,088.75"
14,Branford,ADDITIONAL VETS,2012,"$28,276.31"
14,Branford,STATE-OWNED PILOT,2010,"$59,498.31"
14,Branford,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$58,024.50"
14,Branford,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
14,Branford,COLLEGES & HOSPITALS PILOT,2010,"$117,822.89"
14,Branford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$381,361.60"
14,Branford,COLLEGES & HOSPITALS PILOT,2012,"$114,614.98"
14,Branford,ADDITIONAL VETS,2013,"$27,691.69"
14,Branford,ELDERLY HOMEOWNERS,2013,"$214,722.15"
14,Branford,STATE-OWNED PILOT,2013,"$55,279.06"
14,Branford,STATE-OWNED PILOT,2011,"$57,228.34"
14,Branford,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$61,119.26"
14,Branford,ELDERLY TAX FREEZE,2013,"$10,000.00"
14,Branford,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
14,Branford,COLLEGES & HOSPITALS PILOT,2013,"$114,174.92"
14,Branford,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$63,104.77"
14,Branford,STATE-OWNED PILOT,2012,"$56,013.27"
14,Branford,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
14,Branford,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$57,808.45"
14,Branford,COLLEGES & HOSPITALS PILOT,2011,"$116,749.57"
15,Bridgeport,TOTALLY DISABLED,2013,"$17,928.84"
15,Bridgeport,TOTALLY DISABLED,2010,"$17,365.25"
15,Bridgeport,MFG. MACH. & EQUIP / COMML M.V.,2011,"$839,880.64"
15,Bridgeport,ELDERLY HOMEOWNERS,2012,"$695,652.18"
15,Bridgeport,DISTRESSED,2010,"$339,436.61"
15,Bridgeport,ELDERLY HOMEOWNERS,2011,"$704,208.63"
15,Bridgeport,ELDERLY TAX FREEZE,2010,"$24,000.00"
15,Bridgeport,ELDERLY TAX FREEZE,2012,"$16,334.00"
15,Bridgeport,ELDERLY HOMEOWNERS,2010,"$697,376.48"
15,Bridgeport,TOTALLY DISABLED,2012,"$16,019.04"
15,Bridgeport,TOTALLY DISABLED,2014,"$16,935.55"
15,Bridgeport,ADDITIONAL VETS,2010,"$39,021.64"
15,Bridgeport,ELDERLY HOMEOWNERS,2014,"$711,591.52"
15,Bridgeport,TOTALLY DISABLED,2011,"$15,429.35"
15,Bridgeport,ELDERLY TAX FREEZE,2014,"$10,000.00"
15,Bridgeport,ADDITIONAL VETS,2011,"$36,344.12"
15,Bridgeport,COLLEGES & HOSPITALS PILOT,2014,"$7,563,747.42"
15,Bridgeport,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$6,160,636.53"
15,Bridgeport,ELDERLY TAX FREEZE,2011,"$18,000.00"
15,Bridgeport,STATE-OWNED PILOT,2014,"$2,754,073.70"
15,Bridgeport,ADDITIONAL VETS,2012,"$38,172.01"
15,Bridgeport,STATE-OWNED PILOT,2010,"$2,455,098.95"
15,Bridgeport,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$6,090,841.79"
15,Bridgeport,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
15,Bridgeport,COLLEGES & HOSPITALS PILOT,2010,"$9,917,386.81"
15,Bridgeport,MFG. MACH. & EQUIP / COMML M.V.,2010,"$1,001,882.29"
15,Bridgeport,COLLEGES & HOSPITALS PILOT,2012,"$8,537,526.33"
15,Bridgeport,ADDITIONAL VETS,2013,"$35,116.17"
15,Bridgeport,ELDERLY HOMEOWNERS,2013,"$710,968.49"
15,Bridgeport,STATE-OWNED PILOT,2013,"$2,834,256.53"
15,Bridgeport,DISTRESSED,2012,"$319,515.28"
15,Bridgeport,STATE-OWNED PILOT,2011,"$2,918,308.43"
15,Bridgeport,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$6,173,890.16"
15,Bridgeport,ELDERLY TAX FREEZE,2013,"$14,000.00"
15,Bridgeport,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
15,Bridgeport,COLLEGES & HOSPITALS PILOT,2013,"$8,045,925.70"
15,Bridgeport,DISTRESSED,2013,"$218,828.76"
15,Bridgeport,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$6,237,594.03"
15,Bridgeport,STATE-OWNED PILOT,2012,"$2,931,954.50"
15,Bridgeport,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
15,Bridgeport,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$6,119,615.30"
15,Bridgeport,COLLEGES & HOSPITALS PILOT,2011,"$8,700,528.94"
16,Bridgewater,TOTALLY DISABLED,2013,$117.93
16,Bridgewater,TOTALLY DISABLED,2010,$60.80
16,Bridgewater,MFG. MACH. & EQUIP / COMML M.V.,2011,$490.70
16,Bridgewater,ELDERLY HOMEOWNERS,2012,"$14,482.85"
16,Bridgewater,ELDERLY HOMEOWNERS,2011,"$16,919.81"
16,Bridgewater,ELDERLY HOMEOWNERS,2010,"$14,248.96"
16,Bridgewater,TOTALLY DISABLED,2012,$97.50
16,Bridgewater,TOTALLY DISABLED,2014,$107.93
16,Bridgewater,ADDITIONAL VETS,2010,$972.80
16,Bridgewater,ELDERLY HOMEOWNERS,2014,"$14,710.85"
16,Bridgewater,TOTALLY DISABLED,2011,$31.00
16,Bridgewater,ADDITIONAL VETS,2011,"$1,116.00"
16,Bridgewater,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$6,770.44"
16,Bridgewater,STATE-OWNED PILOT,2014,"$1,321.26"
16,Bridgewater,ADDITIONAL VETS,2012,"$2,481.32"
16,Bridgewater,STATE-OWNED PILOT,2010,"$1,618.67"
16,Bridgewater,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$7,242.72"
16,Bridgewater,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
16,Bridgewater,COLLEGES & HOSPITALS PILOT,2010,$0.00
16,Bridgewater,MFG. MACH. & EQUIP / COMML M.V.,2010,$530.36
16,Bridgewater,ADDITIONAL VETS,2013,"$1,906.27"
16,Bridgewater,ELDERLY HOMEOWNERS,2013,"$14,566.86"
16,Bridgewater,STATE-OWNED PILOT,2013,"$1,448.56"
16,Bridgewater,STATE-OWNED PILOT,2011,"$1,479.16"
16,Bridgewater,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$6,731.05"
16,Bridgewater,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
16,Bridgewater,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$6,645.28"
16,Bridgewater,STATE-OWNED PILOT,2012,"$1,441.59"
16,Bridgewater,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
16,Bridgewater,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$6,749.89"
16,Bridgewater,COLLEGES & HOSPITALS PILOT,2011,$0.00
17,Bristol,TOTALLY DISABLED,2010,"$6,568.81"
17,Bristol,MFG. MACH. & EQUIP / COMML M.V.,2011,"$2,066,321.11"
17,Bristol,TOTALLY DISABLED,2013,"$10,803.70"
17,Bristol,ELDERLY HOMEOWNERS,2012,"$345,530.61"
17,Bristol,DISTRESSED,2010,"$167,291.62"
17,Bristol,ELDERLY HOMEOWNERS,2011,"$352,162.06"
17,Bristol,ELDERLY TAX FREEZE,2010,"$10,000.00"
17,Bristol,ELDERLY TAX FREEZE,2012,"$6,000.00"
17,Bristol,ELDERLY HOMEOWNERS,2010,"$346,346.17"
17,Bristol,TOTALLY DISABLED,2012,"$10,230.62"
17,Bristol,TOTALLY DISABLED,2014,"$12,838.61"
17,Bristol,ADDITIONAL VETS,2010,"$23,188.40"
17,Bristol,ELDERLY HOMEOWNERS,2014,"$345,139.07"
17,Bristol,TOTALLY DISABLED,2011,"$8,608.11"
17,Bristol,ELDERLY TAX FREEZE,2014,"$6,000.00"
17,Bristol,ADDITIONAL VETS,2011,"$25,133.31"
17,Bristol,COLLEGES & HOSPITALS PILOT,2014,"$521,930.05"
17,Bristol,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$588,738.74"
17,Bristol,ELDERLY TAX FREEZE,2011,"$9,166.00"
17,Bristol,STATE-OWNED PILOT,2014,"$84,686.90"
17,Bristol,ADDITIONAL VETS,2012,"$26,929.54"
17,Bristol,STATE-OWNED PILOT,2010,"$57,761.15"
17,Bristol,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$582,355.52"
17,Bristol,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
17,Bristol,COLLEGES & HOSPITALS PILOT,2010,"$675,228.79"
17,Bristol,MFG. MACH. & EQUIP / COMML M.V.,2010,"$2,300,325.43"
17,Bristol,COLLEGES & HOSPITALS PILOT,2012,"$573,473.53"
17,Bristol,ADDITIONAL VETS,2013,"$27,671.54"
17,Bristol,ELDERLY HOMEOWNERS,2013,"$352,046.86"
17,Bristol,STATE-OWNED PILOT,2013,"$87,241.09"
17,Bristol,DISTRESSED,2012,"$146,900.04"
17,Bristol,STATE-OWNED PILOT,2011,"$53,808.40"
17,Bristol,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$590,005.31"
17,Bristol,ELDERLY TAX FREEZE,2013,"$6,000.00"
17,Bristol,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
17,Bristol,COLLEGES & HOSPITALS PILOT,2013,"$552,637.04"
17,Bristol,DISTRESSED,2013,"$163,142.29"
17,Bristol,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$596,475.41"
17,Bristol,STATE-OWNED PILOT,2012,"$103,328.09"
17,Bristol,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
17,Bristol,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$585,200.81"
17,Bristol,COLLEGES & HOSPITALS PILOT,2011,"$624,626.94"
18,Brookfield,TOTALLY DISABLED,2010,$867.56
18,Brookfield,MFG. MACH. & EQUIP / COMML M.V.,2011,"$97,245.31"
18,Brookfield,ELDERLY HOMEOWNERS,2012,"$97,163.93"
18,Brookfield,TOTALLY DISABLED,2013,"$1,541.27"
18,Brookfield,ELDERLY HOMEOWNERS,2011,"$93,587.94"
18,Brookfield,ELDERLY HOMEOWNERS,2010,"$84,802.44"
18,Brookfield,TOTALLY DISABLED,2012,"$1,156.52"
18,Brookfield,TOTALLY DISABLED,2014,"$1,521.78"
18,Brookfield,ADDITIONAL VETS,2010,"$5,071.78"
18,Brookfield,ELDERLY HOMEOWNERS,2014,"$100,102.14"
18,Brookfield,TOTALLY DISABLED,2011,"$1,103.95"
18,Brookfield,ADDITIONAL VETS,2011,"$6,675.78"
18,Brookfield,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$22,495.23"
18,Brookfield,STATE-OWNED PILOT,2014,"$27,360.26"
18,Brookfield,ADDITIONAL VETS,2012,"$7,435.57"
18,Brookfield,STATE-OWNED PILOT,2010,"$36,779.54"
18,Brookfield,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$20,875.00"
18,Brookfield,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
18,Brookfield,COLLEGES & HOSPITALS PILOT,2010,$0.00
18,Brookfield,MFG. MACH. & EQUIP / COMML M.V.,2010,"$106,777.93"
18,Brookfield,ADDITIONAL VETS,2013,"$10,007.60"
18,Brookfield,ELDERLY HOMEOWNERS,2013,"$93,857.93"
18,Brookfield,STATE-OWNED PILOT,2013,"$26,977.41"
18,Brookfield,STATE-OWNED PILOT,2011,"$29,963.11"
18,Brookfield,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$22,818.40"
18,Brookfield,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
18,Brookfield,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$23,137.48"
18,Brookfield,STATE-OWNED PILOT,2012,"$30,199.26"
18,Brookfield,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
18,Brookfield,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$20,990.58"
18,Brookfield,COLLEGES & HOSPITALS PILOT,2011,$0.00
19,Brooklyn,TOTALLY DISABLED,2010,$757.64
19,Brooklyn,MFG. MACH. & EQUIP / COMML M.V.,2011,"$8,508.95"
19,Brooklyn,ELDERLY HOMEOWNERS,2012,"$48,195.16"
19,Brooklyn,TOTALLY DISABLED,2013,$976.72
19,Brooklyn,ELDERLY TAX FREEZE,2010,"$3,540.10"
19,Brooklyn,ELDERLY HOMEOWNERS,2011,"$50,705.04"
19,Brooklyn,ELDERLY TAX FREEZE,2012,"$1,391.20"
19,Brooklyn,ELDERLY HOMEOWNERS,2010,"$53,556.25"
19,Brooklyn,TOTALLY DISABLED,2012,$962.34
19,Brooklyn,TOTALLY DISABLED,2014,$837.71
19,Brooklyn,ADDITIONAL VETS,2010,"$4,982.64"
19,Brooklyn,ELDERLY HOMEOWNERS,2014,"$49,835.62"
19,Brooklyn,TOTALLY DISABLED,2011,$913.89
19,Brooklyn,ELDERLY TAX FREEZE,2014,"$1,459.75"
19,Brooklyn,ADDITIONAL VETS,2011,"$5,819.25"
19,Brooklyn,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$245,187.07"
19,Brooklyn,ELDERLY TAX FREEZE,2011,"$3,540.10"
19,Brooklyn,STATE-OWNED PILOT,2014,"$142,639.48"
19,Brooklyn,ADDITIONAL VETS,2012,"$5,045.66"
19,Brooklyn,STATE-OWNED PILOT,2010,"$171,366.73"
19,Brooklyn,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$178,030.73"
19,Brooklyn,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
19,Brooklyn,COLLEGES & HOSPITALS PILOT,2010,$0.00
19,Brooklyn,MFG. MACH. & EQUIP / COMML M.V.,2010,"$11,431.17"
19,Brooklyn,ADDITIONAL VETS,2013,"$5,264.49"
19,Brooklyn,ELDERLY HOMEOWNERS,2013,"$47,537.26"
19,Brooklyn,STATE-OWNED PILOT,2013,"$147,384.67"
19,Brooklyn,STATE-OWNED PILOT,2011,"$159,639.64"
19,Brooklyn,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$239,598.68"
19,Brooklyn,ELDERLY TAX FREEZE,2013,"$1,445.75"
19,Brooklyn,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
19,Brooklyn,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$196,670.44"
19,Brooklyn,STATE-OWNED PILOT,2012,"$153,159.50"
19,Brooklyn,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
19,Brooklyn,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$184,996.71"
19,Brooklyn,COLLEGES & HOSPITALS PILOT,2011,$0.00
20,Burlington,TOTALLY DISABLED,2010,$387.30
20,Burlington,MFG. MACH. & EQUIP / COMML M.V.,2011,"$14,367.84"
20,Burlington,ELDERLY HOMEOWNERS,2012,"$39,124.48"
20,Burlington,TOTALLY DISABLED,2013,$361.20
20,Burlington,ELDERLY TAX FREEZE,2010,"$2,000.00"
20,Burlington,ELDERLY HOMEOWNERS,2011,"$38,871.33"
20,Burlington,ELDERLY HOMEOWNERS,2010,"$36,318.07"
20,Burlington,TOTALLY DISABLED,2012,$374.50
20,Burlington,TOTALLY DISABLED,2014,$411.90
20,Burlington,ADDITIONAL VETS,2010,"$1,265.18"
20,Burlington,ELDERLY HOMEOWNERS,2014,"$40,433.06"
20,Burlington,TOTALLY DISABLED,2011,$371.98
20,Burlington,ADDITIONAL VETS,2011,"$1,037.73"
20,Burlington,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$19,893.31"
20,Burlington,ELDERLY TAX FREEZE,2011,"$2,000.00"
20,Burlington,STATE-OWNED PILOT,2014,"$50,286.29"
20,Burlington,ADDITIONAL VETS,2012,"$1,487.51"
20,Burlington,STATE-OWNED PILOT,2010,"$47,618.39"
20,Burlington,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$16,871.09"
20,Burlington,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
20,Burlington,COLLEGES & HOSPITALS PILOT,2010,$0.00
20,Burlington,MFG. MACH. & EQUIP / COMML M.V.,2010,"$11,551.77"
20,Burlington,ADDITIONAL VETS,2013,"$1,410.80"
20,Burlington,ELDERLY HOMEOWNERS,2013,"$40,340.49"
20,Burlington,STATE-OWNED PILOT,2013,"$53,727.26"
20,Burlington,STATE-OWNED PILOT,2011,"$56,597.70"
20,Burlington,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$20,768.95"
20,Burlington,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
20,Burlington,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$16,620.65"
20,Burlington,STATE-OWNED PILOT,2012,"$55,680.77"
20,Burlington,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
20,Burlington,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$15,518.82"
20,Burlington,COLLEGES & HOSPITALS PILOT,2011,$0.00
21,Canaan,TOTALLY DISABLED,2010,$38.00
21,Canaan,MFG. MACH. & EQUIP / COMML M.V.,2011,"$17,074.99"
21,Canaan,ELDERLY HOMEOWNERS,2012,"$11,479.07"
21,Canaan,TOTALLY DISABLED,2013,$59.21
21,Canaan,ELDERLY HOMEOWNERS,2011,"$12,875.65"
21,Canaan,ELDERLY HOMEOWNERS,2010,"$13,476.05"
21,Canaan,TOTALLY DISABLED,2012,$61.50
21,Canaan,TOTALLY DISABLED,2014,$75.77
21,Canaan,ADDITIONAL VETS,2010,$304.00
21,Canaan,ELDERLY HOMEOWNERS,2014,"$13,915.41"
21,Canaan,TOTALLY DISABLED,2011,$19.50
21,Canaan,ADDITIONAL VETS,2011,$624.00
21,Canaan,COLLEGES & HOSPITALS PILOT,2014,"$2,026.71"
21,Canaan,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$7,196.55"
21,Canaan,STATE-OWNED PILOT,2014,"$94,741.80"
21,Canaan,ADDITIONAL VETS,2012,$867.85
21,Canaan,STATE-OWNED PILOT,2010,"$107,520.91"
21,Canaan,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$6,532.58"
21,Canaan,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
21,Canaan,COLLEGES & HOSPITALS PILOT,2010,"$2,770.93"
21,Canaan,MFG. MACH. & EQUIP / COMML M.V.,2010,"$22,282.86"
21,Canaan,COLLEGES & HOSPITALS PILOT,2012,"$2,279.19"
21,Canaan,ADDITIONAL VETS,2013,$798.81
21,Canaan,STATE-OWNED PILOT,2013,"$101,414.30"
21,Canaan,STATE-OWNED PILOT,2011,"$102,687.82"
21,Canaan,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$7,423.34"
21,Canaan,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
21,Canaan,ELDERLY HOMEOWNERS,2013,"$11,784.10"
21,Canaan,COLLEGES & HOSPITALS PILOT,2013,"$2,256.90"
21,Canaan,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$6,768.62"
21,Canaan,STATE-OWNED PILOT,2012,"$100,755.42"
21,Canaan,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
21,Canaan,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$7,029.00"
21,Canaan,COLLEGES & HOSPITALS PILOT,2011,"$2,515.54"
22,Canterbury,TOTALLY DISABLED,2010,$834.10
22,Canterbury,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,610.31"
22,Canterbury,ELDERLY HOMEOWNERS,2012,"$32,555.25"
22,Canterbury,TOTALLY DISABLED,2013,$734.73
22,Canterbury,ELDERLY HOMEOWNERS,2011,"$33,143.93"
22,Canterbury,ELDERLY HOMEOWNERS,2010,"$33,272.25"
22,Canterbury,TOTALLY DISABLED,2012,$763.20
22,Canterbury,TOTALLY DISABLED,2014,$783.88
22,Canterbury,ADDITIONAL VETS,2010,"$8,523.20"
22,Canterbury,ELDERLY HOMEOWNERS,2014,"$36,709.76"
22,Canterbury,TOTALLY DISABLED,2011,$848.00
22,Canterbury,ADDITIONAL VETS,2011,"$8,219.35"
22,Canterbury,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$33,623.19"
22,Canterbury,STATE-OWNED PILOT,2014,"$9,766.53"
22,Canterbury,ADDITIONAL VETS,2012,"$8,474.68"
22,Canterbury,STATE-OWNED PILOT,2010,"$11,337.48"
22,Canterbury,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$31,712.22"
22,Canterbury,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
22,Canterbury,COLLEGES & HOSPITALS PILOT,2010,$0.00
22,Canterbury,MFG. MACH. & EQUIP / COMML M.V.,2010,"$3,233.82"
22,Canterbury,ADDITIONAL VETS,2013,"$7,126.48"
22,Canterbury,STATE-OWNED PILOT,2013,"$10,436.45"
22,Canterbury,STATE-OWNED PILOT,2011,"$10,561.62"
22,Canterbury,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$33,588.32"
22,Canterbury,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
22,Canterbury,ELDERLY HOMEOWNERS,2013,"$33,424.00"
22,Canterbury,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$36,373.82"
22,Canterbury,STATE-OWNED PILOT,2012,"$10,912.80"
22,Canterbury,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
22,Canterbury,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$31,621.66"
22,Canterbury,COLLEGES & HOSPITALS PILOT,2011,$0.00
23,Canton,TOTALLY DISABLED,2010,$589.72
23,Canton,MFG. MACH. & EQUIP / COMML M.V.,2011,"$6,343.56"
23,Canton,ELDERLY HOMEOWNERS,2012,"$51,412.53"
23,Canton,TOTALLY DISABLED,2013,$864.77
23,Canton,ELDERLY TAX FREEZE,2010,"$2,000.00"
23,Canton,ELDERLY HOMEOWNERS,2011,"$49,349.25"
23,Canton,ELDERLY HOMEOWNERS,2010,"$45,874.13"
23,Canton,TOTALLY DISABLED,2012,$788.40
23,Canton,TOTALLY DISABLED,2014,$829.83
23,Canton,ADDITIONAL VETS,2010,"$2,102.48"
23,Canton,ELDERLY HOMEOWNERS,2014,"$61,127.73"
23,Canton,TOTALLY DISABLED,2011,$678.34
23,Canton,ADDITIONAL VETS,2011,"$2,243.73"
23,Canton,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$22,155.38"
23,Canton,STATE-OWNED PILOT,2014,"$27,665.36"
23,Canton,ADDITIONAL VETS,2012,"$2,408.85"
23,Canton,STATE-OWNED PILOT,2010,"$33,426.18"
23,Canton,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$21,398.51"
23,Canton,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
23,Canton,COLLEGES & HOSPITALS PILOT,2010,$0.00
23,Canton,MFG. MACH. & EQUIP / COMML M.V.,2010,"$8,707.65"
23,Canton,ADDITIONAL VETS,2013,"$2,402.14"
23,Canton,STATE-OWNED PILOT,2013,"$29,457.34"
23,Canton,STATE-OWNED PILOT,2011,"$31,365.81"
23,Canton,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$23,351.53"
