"Town","FIPS","Indicator","Measure Type","Variable","2005","2006","2007","2008","2009","2010","2011","2012"
"Connecticut","09","Total Served","Percent","Birth to Three Indicators",9.42,10.15,10.04,10.39,10.65,11,11.12,12.1
"Coventry","0901317800","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.44,77.78,83.33,100,100,86.67,100,100
"Coventry","0901317800","Evaluated that are Eligible","Percent","Birth to Three Indicators",75,64.29,60,69.57,57.14,68.18,90,50
"Coventry","0901317800","Evaluations","Number","Birth to Three Indicators",24,14,30,23,14,22,20,22
"Coventry","0901317800","Evaluations","Percent","Birth to Three Indicators",16.78,10.69,22.9,18.25,11.86,19.3,18.52,20
"Coventry","0901317800","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,93.33,100,100,100,100,100
"Coventry","0901317800","Individualized Family Service Plans","Number","Birth to Three Indicators",17,7,15,16,8,13,18,11
"Coventry","0901317800","Individualized Family Service Plans","Percent","Birth to Three Indicators",11.89,5.34,11.45,12.7,6.78,11.4,16.67,10
"Coventry","0901317800","Referrals","Number","Birth to Three Indicators",26,15,31,24,16,23,21,24
"Coventry","0901317800","Referrals","Percent","Birth to Three Indicators",18.18,11.45,23.66,19.05,13.56,20.18,19.44,21.82
"Coventry","0901317800","Referred that are Evaluated","Percent","Birth to Three Indicators",92.31,93.33,96.77,95.83,87.5,95.65,95.24,91.67
"Coventry","0901317800","Total Eligible","Number","Birth to Three Indicators",18,9,18,16,8,15,18,11
"Coventry","0901317800","Total Eligible","Percent","Birth to Three Indicators",12.59,6.87,13.74,12.7,6.78,13.16,16.67,10
"Coventry","0901317800","Total Served","Number","Birth to Three Indicators",17,7,14,16,8,13,18,11
"Coventry","0901317800","Total Served","Percent","Birth to Three Indicators",11.89,5.34,10.69,12.7,6.78,11.4,16.67,10
"Cromwell","0900718080","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.75,100,87.5,100,85.71,100,89.47,95.45
"Cromwell","0900718080","Evaluated that are Eligible","Percent","Birth to Three Indicators",69.57,57.14,51.61,52.17,38.89,61.9,61.29,75.86
"Cromwell","0900718080","Evaluations","Number","Birth to Three Indicators",23,21,31,23,18,21,31,29
"Cromwell","0900718080","Evaluations","Percent","Birth to Three Indicators",15.54,16.03,20.13,15.03,11.54,13.91,20.95,18.59
"Cromwell","0900718080","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,100,100,100,100,94.12,90.48
"Cromwell","0900718080","Individualized Family Service Plans","Number","Birth to Three Indicators",15,12,14,12,6,13,17,21
"Cromwell","0900718080","Individualized Family Service Plans","Percent","Birth to Three Indicators",10.14,9.16,9.09,7.84,3.85,8.61,11.49,13.46
"Cromwell","0900718080","Referrals","Number","Birth to Three Indicators",24,22,32,23,19,21,31,30
"Cromwell","0900718080","Referrals","Percent","Birth to Three Indicators",16.22,16.79,20.78,15.03,12.18,13.91,20.95,19.23
"Cromwell","0900718080","Referred that are Evaluated","Percent","Birth to Three Indicators",95.83,95.45,96.88,100,94.74,100,100,96.67
"Cromwell","0900718080","Total Eligible","Number","Birth to Three Indicators",16,12,16,12,7,13,19,22
"Cromwell","0900718080","Total Eligible","Percent","Birth to Three Indicators",10.81,9.16,10.39,7.84,4.49,8.61,12.84,14.1
"Cromwell","0900718080","Total Served","Number","Birth to Three Indicators",15,12,14,12,6,13,16,19
"Cromwell","0900718080","Total Served","Percent","Birth to Three Indicators",10.14,9.16,9.09,7.84,3.85,8.61,10.81,12.18
"Danbury","0900118500","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",40,46.15,44.07,36.52,39.17,35.97,41.78,37.79
"Danbury","0900118500","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95,94.62,99.15,93.04,95,96.4,90.41,95.35
"Danbury","0900118500","Evaluated that are Eligible","Percent","Birth to Three Indicators",62.83,62.8,62.43,56.93,68.18,68.14,70.87,71.07
"Danbury","0900118500","Evaluations","Number","Birth to Three Indicators",191,207,189,202,176,204,206,242
"Danbury","0900118500","Evaluations","Percent","Birth to Three Indicators",16.34,17.37,15.59,16.37,14.94,17.88,19.14,22.14
"Danbury","0900118500","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",48,60,52,42,47,50,61,65
"Danbury","0900118500","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.11,5.03,4.29,3.4,3.99,4.38,5.67,5.95
"Danbury","0900118500","IFSP Receiving Services","Percent","Birth to Three Indicators",98.25,96.75,99.15,100,95.61,98.51,96.97,98.17
"Danbury","0900118500","Individualized Family Service Plans","Number","Birth to Three Indicators",114,123,117,107,114,134,132,164
"Danbury","0900118500","Individualized Family Service Plans","Percent","Birth to Three Indicators",9.75,10.32,9.65,8.67,9.68,11.74,12.27,15
"Danbury","0900118500","Referrals","Number","Birth to Three Indicators",219,223,205,209,190,214,216,249
"Danbury","0900118500","Referrals","Percent","Birth to Three Indicators",18.73,18.71,16.91,16.94,16.13,18.76,20.07,22.78
"Danbury","0900118500","Referred that are Evaluated","Percent","Birth to Three Indicators",87.21,92.83,92.2,96.65,92.63,95.33,95.37,97.19
"Danbury","0900118500","Total Eligible","Number","Birth to Three Indicators",120,130,118,115,120,139,146,172
"Danbury","0900118500","Total Eligible","Percent","Birth to Three Indicators",10.27,10.91,9.74,9.32,10.19,12.18,13.57,15.74
"Danbury","0900118500","Total Served","Number","Birth to Three Indicators",112,119,116,107,109,132,128,161
"Danbury","0900118500","Total Served","Percent","Birth to Three Indicators",9.58,9.98,9.57,8.67,9.25,11.57,11.9,14.73
"Darien","0900118850","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",31.03,55.17,50,46.43,42.86,52,62.5,61.9
"Darien","0900118850","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",96.55,96.55,104.55,92.86,96.43,92,91.67,95.24
"Darien","0900118850","Evaluated that are Eligible","Percent","Birth to Three Indicators",46.77,43.28,43.14,53.85,49.12,55.56,55.81,45.65
"Darien","0900118850","Evaluations","Number","Birth to Three Indicators",62,67,51,52,57,45,43,46
"Darien","0900118850","Evaluations","Percent","Birth to Three Indicators",20.6,23.1,18.68,19.92,23.46,20.36,20.57,23.12
"Darien","0900118850","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,16,11,13,12,13,15,13
"Darien","0900118850","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",2.99,5.52,4.03,4.98,4.94,5.88,7.18,6.53
"Darien","0900118850","IFSP Receiving Services","Percent","Birth to Three Indicators",96.43,100,100,100,100,95.65,100,100
"Darien","0900118850","Individualized Family Service Plans","Number","Birth to Three Indicators",28,28,23,26,27,23,22,20
"Darien","0900118850","Individualized Family Service Plans","Percent","Birth to Three Indicators",9.3,9.66,8.42,9.96,11.11,10.41,10.53,10.05
"Darien","0900118850","Referrals","Number","Birth to Three Indicators",69,73,56,54,58,45,50,49
"Darien","0900118850","Referrals","Percent","Birth to Three Indicators",22.92,25.17,20.51,20.69,23.87,20.36,23.92,24.62
"Darien","0900118850","Referred that are Evaluated","Percent","Birth to Three Indicators",89.86,91.78,91.07,96.3,98.28,100,86,93.88
"Darien","0900118850","Total Eligible","Number","Birth to Three Indicators",29,29,22,28,28,25,24,21
"Darien","0900118850","Total Eligible","Percent","Birth to Three Indicators",9.63,10,8.06,10.73,11.52,11.31,11.48,10.55
"Darien","0900118850","Total Served","Number","Birth to Three Indicators",27,28,23,26,27,22,22,20
"Darien","0900118850","Total Served","Percent","Birth to Three Indicators",8.97,9.66,8.42,9.96,11.11,9.95,10.53,10.05
"Derby","0900919550","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",83.33,90.91,100,100,94.44,83.33,87.5,100
"Derby","0900919550","Evaluated that are Eligible","Percent","Birth to Three Indicators",75,61.11,53.85,66.67,75,75,80,78.57
"Derby","0900919550","Evaluations","Number","Birth to Three Indicators",16,18,26,27,24,16,20,14
"Derby","0900919550","Evaluations","Percent","Birth to Three Indicators",10.46,10.29,15.66,17.88,17.65,13.68,14.93,11.02
"Derby","0900919550","IFSP Receiving Services","Percent","Birth to Three Indicators",90,100,78.57,100,100,100,100,90.91
"Derby","0900919550","Individualized Family Service Plans","Number","Birth to Three Indicators",10,10,14,18,17,10,14,11
"Derby","0900919550","Individualized Family Service Plans","Percent","Birth to Three Indicators",6.54,5.71,8.43,11.92,12.5,8.55,10.45,8.66
"Derby","0900919550","Referrals","Number","Birth to Three Indicators",17,18,27,28,26,16,20,17
"Derby","0900919550","Referrals","Percent","Birth to Three Indicators",11.11,10.29,16.27,18.54,19.12,13.68,14.93,13.39
"Derby","0900919550","Referred that are Evaluated","Percent","Birth to Three Indicators",94.12,100,96.3,96.43,92.31,100,100,82.35
"Derby","0900919550","Total Eligible","Number","Birth to Three Indicators",12,11,14,18,18,12,16,11
"Derby","0900919550","Total Eligible","Percent","Birth to Three Indicators",7.84,6.29,8.43,11.92,13.24,10.26,11.94,8.66
"Derby","0900919550","Total Served","Number","Birth to Three Indicators",9,10,11,18,17,10,14,10
"Derby","0900919550","Total Served","Percent","Birth to Three Indicators",5.88,5.71,6.63,11.92,12.5,8.55,10.45,7.87
"East Granby","0900322070","Evaluations","Number","Birth to Three Indicators",8,11,10,15,9,14,14,12
"East Granby","0900322070","Evaluations","Percent","Birth to Three Indicators",13.11,24.44,15.38,27.27,15.25,25,25.93,27.27
"East Granby","0900322070","Referrals","Number","Birth to Three Indicators",10,13,10,15,10,14,14,12
"East Granby","0900322070","Referrals","Percent","Birth to Three Indicators",16.39,28.89,15.38,27.27,16.95,25,25.93,27.27
"East Granby","0900322070","Referred that are Evaluated","Percent","Birth to Three Indicators",80,84.62,100,100,90,100,100,100
"East Haddam","0900722280","Evaluations","Number","Birth to Three Indicators",6,13,14,14,14,7,8,8
"East Haddam","0900722280","Evaluations","Percent","Birth to Three Indicators",6.19,13,16.47,15.38,17.28,8.64,12.12,11.27
"East Haddam","0900722280","Referrals","Number","Birth to Three Indicators",8,15,15,14,14,7,9,9
"East Haddam","0900722280","Referrals","Percent","Birth to Three Indicators",8.25,15,17.65,15.38,17.28,8.64,13.64,12.68
"East Haddam","0900722280","Referred that are Evaluated","Percent","Birth to Three Indicators",75,86.67,93.33,100,100,100,88.89,88.89
"East Hampton","0900722490","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,78.95,88.24,100,100,100,93.75,95
"East Hampton","0900722490","Evaluated that are Eligible","Percent","Birth to Three Indicators",45.45,67.86,53.12,73.91,57.14,63.16,61.54,76.92
"East Hampton","0900722490","Evaluations","Number","Birth to Three Indicators",22,28,32,23,28,19,26,26
"East Hampton","0900722490","Evaluations","Percent","Birth to Three Indicators",15.94,16.67,19.51,14.74,24.14,13.48,19.55,24.3
"East Hampton","0900722490","IFSP Receiving Services","Percent","Birth to Three Indicators",90,100,100,100,100,91.67,86.67,100
"East Hampton","0900722490","Individualized Family Service Plans","Number","Birth to Three Indicators",10,15,15,17,16,12,15,19
"East Hampton","0900722490","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.25,8.93,9.15,10.9,13.79,8.51,11.28,17.76
"East Hampton","0900722490","Referrals","Number","Birth to Three Indicators",25,29,33,23,28,20,28,28
"East Hampton","0900722490","Referrals","Percent","Birth to Three Indicators",18.12,17.26,20.12,14.74,24.14,14.18,21.05,26.17
"East Hampton","0900722490","Referred that are Evaluated","Percent","Birth to Three Indicators",88,96.55,96.97,100,100,95,92.86,92.86
"East Hampton","0900722490","Total Eligible","Number","Birth to Three Indicators",10,19,17,17,16,12,16,20
"East Hampton","0900722490","Total Eligible","Percent","Birth to Three Indicators",7.25,11.31,10.37,10.9,13.79,8.51,12.03,18.69
"East Hampton","0900722490","Total Served","Number","Birth to Three Indicators",9,15,15,17,16,11,13,19
"East Hampton","0900722490","Total Served","Percent","Birth to Three Indicators",6.52,8.93,9.15,10.9,13.79,7.8,9.77,17.76
"East Hartford","0900322630","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",33.33,63.64,50.59,35.56,36.67,36.78,52.53,47.5
"East Hartford","0900322630","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",96.49,96.36,91.76,94.44,94.44,94.25,91.92,98.33
"East Hartford","0900322630","Evaluated that are Eligible","Percent","Birth to Three Indicators",51.35,50,68,65.22,67.67,75.65,71.74,78.95
"East Hartford","0900322630","Evaluations","Number","Birth to Three Indicators",111,110,125,138,133,115,138,152
"East Hartford","0900322630","Evaluations","Percent","Birth to Three Indicators",15.31,15.62,16.32,17.99,19.14,16.48,21.07,21.9
"East Hartford","0900322630","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",19,35,43,32,33,32,52,57
"East Hartford","0900322630","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",2.62,4.97,5.61,4.17,4.75,4.58,7.94,8.21
"East Hartford","0900322630","IFSP Receiving Services","Percent","Birth to Three Indicators",89.09,94.34,96.15,97.65,96.47,98.78,98.9,98.31
"East Hartford","0900322630","Individualized Family Service Plans","Number","Birth to Three Indicators",55,53,78,85,85,82,91,118
"East Hartford","0900322630","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.59,7.53,10.18,11.08,12.23,11.75,13.89,17
"East Hartford","0900322630","Referrals","Number","Birth to Three Indicators",117,119,135,149,142,123,144,160
"East Hartford","0900322630","Referrals","Percent","Birth to Three Indicators",16.14,16.9,17.62,19.43,20.43,17.62,21.98,23.05
"East Hartford","0900322630","Referred that are Evaluated","Percent","Birth to Three Indicators",94.87,92.44,92.59,92.62,93.66,93.5,95.83,95
"East Hartford","0900322630","Total Eligible","Number","Birth to Three Indicators",57,55,85,90,90,87,99,120
"East Hartford","0900322630","Total Eligible","Percent","Birth to Three Indicators",7.86,7.81,11.1,11.73,12.95,12.46,15.11,17.29
"East Hartford","0900322630","Total Served","Number","Birth to Three Indicators",49,50,75,83,82,81,90,116
"East Hartford","0900322630","Total Served","Percent","Birth to Three Indicators",6.76,7.1,9.79,10.82,11.8,11.6,13.74,16.71
"East Haven","0900922910","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",65,30.43,62.16,58.82,53.33,47.06,59.26,50
"East Haven","0900922910","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,95.65,97.3,94.12,100,100,100,96.88
"East Haven","0900922910","Evaluated that are Eligible","Percent","Birth to Three Indicators",54.05,56.1,69.81,68,65.22,64.15,55.1,72.73
"East Haven","0900922910","Evaluations","Number","Birth to Three Indicators",37,41,53,50,46,53,49,44
"East Haven","0900922910","Evaluations","Percent","Birth to Three Indicators",12.09,12.69,16.41,16.45,16.97,18.93,17.31,17.89
"East Haven","0900922910","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,7,23,20,16,16,16,16
"East Haven","0900922910","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.25,2.17,7.12,6.58,5.9,5.71,5.65,6.5
"East Haven","0900922910","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,91.67,100,93.33,100,96.3,96.77
"East Haven","0900922910","Individualized Family Service Plans","Number","Birth to Three Indicators",20,22,36,32,30,34,27,31
"East Haven","0900922910","Individualized Family Service Plans","Percent","Birth to Three Indicators",6.54,6.81,11.15,10.53,11.07,12.14,9.54,12.6
"East Haven","0900922910","Referrals","Number","Birth to Three Indicators",40,50,56,53,51,54,52,45
"East Haven","0900922910","Referrals","Percent","Birth to Three Indicators",13.07,15.48,17.34,17.43,18.82,19.29,18.37,18.29
"East Haven","0900922910","Referred that are Evaluated","Percent","Birth to Three Indicators",92.5,82,94.64,94.34,90.2,98.15,94.23,97.78
"East Haven","0900922910","Total Eligible","Number","Birth to Three Indicators",20,23,37,34,30,34,27,32
"East Haven","0900922910","Total Eligible","Percent","Birth to Three Indicators",6.54,7.12,11.46,11.18,11.07,12.14,9.54,13.01
"East Haven","0900922910","Total Served","Number","Birth to Three Indicators",20,22,33,32,28,34,26,30
"East Haven","0900922910","Total Served","Percent","Birth to Three Indicators",6.54,6.81,10.22,10.53,10.33,12.14,9.19,12.2
"East Lyme","0901123400","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",55.56,66.67,56.25,35.29,50,64.29,47.06,50
"East Lyme","0901123400","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,91.67,100,100,91.67,92.86,100,75
