"Town","FIPS","Indicator","Measure Type","Variable","Year","Value"
"East Hartford","0900322630","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",89.09
"East Hartford","0900322630","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",55
"East Hartford","0900322630","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",7.59
"East Hartford","0900322630","Referrals","Number","Birth to Three Indicators","2005",117
"East Hartford","0900322630","Referrals","Percent","Birth to Three Indicators","2005",16.14
"East Hartford","0900322630","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",94.87
"East Hartford","0900322630","Total Eligible","Number","Birth to Three Indicators","2005",57
"East Hartford","0900322630","Total Eligible","Percent","Birth to Three Indicators","2005",7.86
"East Hartford","0900322630","Total Served","Number","Birth to Three Indicators","2005",49
"East Hartford","0900322630","Total Served","Percent","Birth to Three Indicators","2005",6.76
"East Haven","0900922910","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",65
"East Haven","0900922910","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",100
"East Haven","0900922910","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",54.05
"East Haven","0900922910","Evaluations","Number","Birth to Three Indicators","2005",37
"East Haven","0900922910","Evaluations","Percent","Birth to Three Indicators","2005",12.09
"East Haven","0900922910","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",13
"East Haven","0900922910","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",4.25
"East Haven","0900922910","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"East Haven","0900922910","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",20
"East Haven","0900922910","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",6.54
"East Haven","0900922910","Referrals","Number","Birth to Three Indicators","2005",40
"East Haven","0900922910","Referrals","Percent","Birth to Three Indicators","2005",13.07
"East Haven","0900922910","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",92.5
"East Haven","0900922910","Total Eligible","Number","Birth to Three Indicators","2005",20
"East Haven","0900922910","Total Eligible","Percent","Birth to Three Indicators","2005",6.54
"East Haven","0900922910","Total Served","Number","Birth to Three Indicators","2005",20
"East Haven","0900922910","Total Served","Percent","Birth to Three Indicators","2005",6.54
"East Lyme","0901123400","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",55.56
"East Lyme","0901123400","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",100
"East Lyme","0901123400","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",69.23
"East Lyme","0901123400","Evaluations","Number","Birth to Three Indicators","2005",26
"East Lyme","0901123400","Evaluations","Percent","Birth to Three Indicators","2005",20
"East Lyme","0901123400","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",10
"East Lyme","0901123400","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",7.69
"East Lyme","0901123400","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"East Lyme","0901123400","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",18
"East Lyme","0901123400","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",13.85
"East Lyme","0901123400","Referrals","Number","Birth to Three Indicators","2005",26
"East Lyme","0901123400","Referrals","Percent","Birth to Three Indicators","2005",20
"East Lyme","0901123400","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",100
"East Lyme","0901123400","Total Eligible","Number","Birth to Three Indicators","2005",18
"East Lyme","0901123400","Total Eligible","Percent","Birth to Three Indicators","2005",13.85
"East Lyme","0901123400","Total Served","Number","Birth to Three Indicators","2005",18
"East Lyme","0901123400","Total Served","Percent","Birth to Three Indicators","2005",13.85
"East Windsor","0900324800","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",100
"East Windsor","0900324800","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",76.92
"East Windsor","0900324800","Evaluations","Number","Birth to Three Indicators","2005",13
"East Windsor","0900324800","Evaluations","Percent","Birth to Three Indicators","2005",12.26
"East Windsor","0900324800","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",90
"East Windsor","0900324800","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",10
"East Windsor","0900324800","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",9.43
"East Windsor","0900324800","Referrals","Number","Birth to Three Indicators","2005",16
"East Windsor","0900324800","Referrals","Percent","Birth to Three Indicators","2005",15.09
"East Windsor","0900324800","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",81.25
"East Windsor","0900324800","Total Eligible","Number","Birth to Three Indicators","2005",10
"East Windsor","0900324800","Total Eligible","Percent","Birth to Three Indicators","2005",9.43
"East Windsor","0900324800","Total Served","Number","Birth to Three Indicators","2005",9
"East Windsor","0900324800","Total Served","Percent","Birth to Three Indicators","2005",8.49
"Easton","0900123890","Evaluations","Number","Birth to Three Indicators","2005",16
"Easton","0900123890","Evaluations","Percent","Birth to Three Indicators","2005",16.49
"Easton","0900123890","Referrals","Number","Birth to Three Indicators","2005",17
"Easton","0900123890","Referrals","Percent","Birth to Three Indicators","2005",17.53
"Easton","0900123890","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",94.12
"Ellington","0901325360","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",35.48
"Ellington","0901325360","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",93.55
"Ellington","0901325360","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",75.61
"Ellington","0901325360","Evaluations","Number","Birth to Three Indicators","2005",41
"Ellington","0901325360","Evaluations","Percent","Birth to Three Indicators","2005",29.08
"Ellington","0901325360","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",11
"Ellington","0901325360","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",7.8
"Ellington","0901325360","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"Ellington","0901325360","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",29
"Ellington","0901325360","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",20.57
"Ellington","0901325360","Referrals","Number","Birth to Three Indicators","2005",42
"Ellington","0901325360","Referrals","Percent","Birth to Three Indicators","2005",29.79
"Ellington","0901325360","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",97.62
"Ellington","0901325360","Total Eligible","Number","Birth to Three Indicators","2005",31
"Ellington","0901325360","Total Eligible","Percent","Birth to Three Indicators","2005",21.99
"Ellington","0901325360","Total Served","Number","Birth to Three Indicators","2005",29
"Ellington","0901325360","Total Served","Percent","Birth to Three Indicators","2005",20.57
"Enfield","0900325990","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",46.77
"Enfield","0900325990","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",95.16
"Enfield","0900325990","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",68.89
"Enfield","0900325990","Evaluations","Number","Birth to Three Indicators","2005",90
"Enfield","0900325990","Evaluations","Percent","Birth to Three Indicators","2005",19.74
"Enfield","0900325990","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",29
"Enfield","0900325990","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",6.36
"Enfield","0900325990","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"Enfield","0900325990","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",59
"Enfield","0900325990","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",12.94
"Enfield","0900325990","Referrals","Number","Birth to Three Indicators","2005",96
"Enfield","0900325990","Referrals","Percent","Birth to Three Indicators","2005",21.05
"Enfield","0900325990","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",93.75
"Enfield","0900325990","Total Eligible","Number","Birth to Three Indicators","2005",62
"Enfield","0900325990","Total Eligible","Percent","Birth to Three Indicators","2005",13.6
"Enfield","0900325990","Total Served","Number","Birth to Three Indicators","2005",59
"Enfield","0900325990","Total Served","Percent","Birth to Three Indicators","2005",12.94
"Fairfield","0900126620","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",44.3
"Fairfield","0900126620","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",92.41
"Fairfield","0900126620","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",58.96
"Fairfield","0900126620","Evaluations","Number","Birth to Three Indicators","2005",134
"Fairfield","0900126620","Evaluations","Percent","Birth to Three Indicators","2005",19.2
"Fairfield","0900126620","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",35
"Fairfield","0900126620","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",5.01
"Fairfield","0900126620","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"Fairfield","0900126620","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",73
"Fairfield","0900126620","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",10.46
"Fairfield","0900126620","Referrals","Number","Birth to Three Indicators","2005",146
"Fairfield","0900126620","Referrals","Percent","Birth to Three Indicators","2005",20.92
"Fairfield","0900126620","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",91.78
"Fairfield","0900126620","Total Eligible","Number","Birth to Three Indicators","2005",79
"Fairfield","0900126620","Total Eligible","Percent","Birth to Three Indicators","2005",11.32
"Fairfield","0900126620","Total Served","Number","Birth to Three Indicators","2005",73
"Fairfield","0900126620","Total Served","Percent","Birth to Three Indicators","2005",10.46
"Farmington","0900327600","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",39.13
"Farmington","0900327600","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",86.96
"Farmington","0900327600","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",63.89
"Farmington","0900327600","Evaluations","Number","Birth to Three Indicators","2005",36
"Farmington","0900327600","Evaluations","Percent","Birth to Three Indicators","2005",16.22
"Farmington","0900327600","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",9
"Farmington","0900327600","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",4.05
"Farmington","0900327600","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"Farmington","0900327600","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",20
