"Town","FIPS","Year","Grant","Value"
"Weston","0900183430",2014,"DECD PILOT Grant",0
"Weston","0900183430",2014,"LoCIP",65365
"Weston","0900183430",2014,"Town Aid Road",251144.83
"Weston","0900183430",2015,"Colleges & Hospitals PILOT",0
"Weston","0900183430",2015,"Elderly Circuit Breaker",17520.47
"Weston","0900183430",2015,"State Property PILOT",6603.73
"Weston","0900183430",2015,"Veterans' Exemption",1145.01
"Weston","0900183430",2015,"Disability Exemption",264.78
"Weston","0900183430",2015,"Pequot Grants",9369.16
"Weston","0900183430",2015,"Elderly Freeze",0
"Weston","0900183430",2015,"DECD Tax Abatement",0
"Weston","0900183430",2015,"DECD PILOT Grant",0
"Weston","0900183430",2015,"LoCIP",65206
"Weston","0900183430",2015,"Town Aid Road",251516
"Weston","0900183430",2014,"Total",349309.11
"Weston","0900183430",2015,"Total",351625.15
"Westport","0900183500",2014,"Colleges & Hospitals PILOT",176737.65
"Westport","0900183500",2014,"Elderly Circuit Breaker",94409.56
"Westport","0900183500",2014,"State Property PILOT",763031.96
"Westport","0900183500",2014,"Veterans' Exemption",12771
"Westport","0900183500",2014,"Disability Exemption",350.26
"Westport","0900183500",2014,"Pequot Grants",26667.54
"Westport","0900183500",2014,"Elderly Freeze",0
"Westport","0900183500",2014,"DECD Tax Abatement",0
"Westport","0900183500",2014,"DECD PILOT Grant",0
"Westport","0900183500",2014,"LoCIP",144901
"Westport","0900183500",2014,"Town Aid Road",382031.19
"Westport","0900183500",2015,"Colleges & Hospitals PILOT",184153.25
"Westport","0900183500",2015,"Elderly Circuit Breaker",78044.64
"Westport","0900183500",2015,"State Property PILOT",828016.23
"Westport","0900183500",2015,"Veterans' Exemption",10945.46
"Westport","0900183500",2015,"Disability Exemption",336.41
"Westport","0900183500",2015,"Pequot Grants",27989.49
"Westport","0900183500",2015,"Elderly Freeze",0
"Westport","0900183500",2015,"DECD Tax Abatement",0
"Westport","0900183500",2015,"DECD PILOT Grant",0
"Westport","0900183500",2015,"LoCIP",145997
"Westport","0900183500",2015,"Town Aid Road",384848
"Westport","0900183500",2014,"Total",1600900.16
"Westport","0900183500",2015,"Total",1660330.48
"Wilton","0900186370",2014,"Colleges & Hospitals PILOT",0
"Wilton","0900186370",2014,"Elderly Circuit Breaker",60370.26
"Wilton","0900186370",2014,"State Property PILOT",93450.55
"Wilton","0900186370",2014,"Veterans' Exemption",4373.27
"Wilton","0900186370",2014,"Disability Exemption",366.38
"Wilton","0900186370",2014,"Pequot Grants",9012.64
"Wilton","0900186370",2014,"Elderly Freeze",0
"Wilton","0900186370",2014,"DECD Tax Abatement",0
"Wilton","0900186370",2014,"DECD PILOT Grant",0
"Wilton","0900186370",2014,"LoCIP",112983
"Wilton","0900186370",2014,"Town Aid Road",313129.96
"Wilton","0900186370",2015,"Colleges & Hospitals PILOT",0
"Wilton","0900186370",2015,"Elderly Circuit Breaker",59164.04
"Wilton","0900186370",2015,"State Property PILOT",96399.53
"Wilton","0900186370",2015,"Veterans' Exemption",4914.25
"Wilton","0900186370",2015,"Disability Exemption",361.55
"Wilton","0900186370",2015,"Pequot Grants",11265.37
"Wilton","0900186370",2015,"Elderly Freeze",0
"Wilton","0900186370",2015,"DECD Tax Abatement",0
"Wilton","0900186370",2015,"DECD PILOT Grant",0
"Wilton","0900186370",2015,"LoCIP",112762
"Wilton","0900186370",2015,"Town Aid Road",315846
"Wilton","0900186370",2014,"Total",593686.06
"Wilton","0900186370",2015,"Total",600712.74
"Avon","0900302060",2014,"Colleges & Hospitals PILOT",0
"Avon","0900302060",2014,"Elderly Circuit Breaker",79858.55
"Avon","0900302060",2014,"State Property PILOT",86888.52
"Avon","0900302060",2014,"Veterans' Exemption",4582.87
"Avon","0900302060",2014,"Disability Exemption",1020.11
"Avon","0900302060",2014,"Pequot Grants",14906.53
"Avon","0900302060",2014,"Elderly Freeze",0
"Avon","0900302060",2014,"DECD Tax Abatement",0
"Avon","0900302060",2014,"DECD PILOT Grant",0
"Avon","0900302060",2014,"LoCIP",109484
"Avon","0900302060",2014,"Town Aid Road",310738.66
"Avon","0900302060",2015,"Colleges & Hospitals PILOT",0
"Avon","0900302060",2015,"Elderly Circuit Breaker",86558.4
"Avon","0900302060",2015,"State Property PILOT",95894.6
"Avon","0900302060",2015,"Veterans' Exemption",4714.66
"Avon","0900302060",2015,"Disability Exemption",1086.25
"Avon","0900302060",2015,"Pequot Grants",16843.73
"Avon","0900302060",2015,"Elderly Freeze",0
"Avon","0900302060",2015,"DECD Tax Abatement",0
"Avon","0900302060",2015,"DECD PILOT Grant",0
"Avon","0900302060",2015,"LoCIP",108884
"Avon","0900302060",2015,"Town Aid Road",311737
"Avon","0900302060",2014,"Total",607479.24
"Avon","0900302060",2015,"Total",625718.64
"Berlin","0900304300",2014,"Colleges & Hospitals PILOT",0
"Berlin","0900304300",2014,"Elderly Circuit Breaker",111693.21
"Berlin","0900304300",2014,"State Property PILOT",24302.41
"Berlin","0900304300",2014,"Veterans' Exemption",12485.97
"Berlin","0900304300",2014,"Disability Exemption",2610.87
"Berlin","0900304300",2014,"Pequot Grants",48352.73
"Berlin","0900304300",2014,"Elderly Freeze",2000
"Berlin","0900304300",2014,"DECD Tax Abatement",0
"Berlin","0900304300",2014,"DECD PILOT Grant",0
"Berlin","0900304300",2014,"LoCIP",125634
"Berlin","0900304300",2014,"Town Aid Road",327928.02
"Berlin","0900304300",2015,"Colleges & Hospitals PILOT",0
"Berlin","0900304300",2015,"Elderly Circuit Breaker",115767.88
"Berlin","0900304300",2015,"State Property PILOT",26031.73
"Berlin","0900304300",2015,"Veterans' Exemption",11534.55
"Berlin","0900304300",2015,"Disability Exemption",2728.53
"Berlin","0900304300",2015,"Pequot Grants",52750.15
"Berlin","0900304300",2015,"Elderly Freeze",2000
"Berlin","0900304300",2015,"DECD Tax Abatement",0
"Berlin","0900304300",2015,"DECD PILOT Grant",0
"Berlin","0900304300",2015,"LoCIP",125683
"Berlin","0900304300",2015,"Town Aid Road",332340
"Berlin","0900304300",2014,"Total",655007.21
"Berlin","0900304300",2015,"Total",668835.84
"Bloomfield","0900305910",2014,"Colleges & Hospitals PILOT",200565.34
"Bloomfield","0900305910",2014,"Elderly Circuit Breaker",137463.85
"Bloomfield","0900305910",2014,"State Property PILOT",119017.14
"Bloomfield","0900305910",2014,"Veterans' Exemption",11483.25
"Bloomfield","0900305910",2014,"Disability Exemption",1641.65
"Bloomfield","0900305910",2014,"Pequot Grants",156845.91
"Bloomfield","0900305910",2014,"Elderly Freeze",0
"Bloomfield","0900305910",2014,"DECD Tax Abatement",49098
"Bloomfield","0900305910",2014,"DECD PILOT Grant",0
"Bloomfield","0900305910",2014,"LoCIP",125404
"Bloomfield","0900305910",2014,"Town Aid Road",336688.93
"Bloomfield","0900305910",2015,"Colleges & Hospitals PILOT",208883.17
"Bloomfield","0900305910",2015,"Elderly Circuit Breaker",141641.31
"Bloomfield","0900305910",2015,"State Property PILOT",128054.77
"Bloomfield","0900305910",2015,"Veterans' Exemption",9977.05
"Bloomfield","0900305910",2015,"Disability Exemption",1667.88
"Bloomfield","0900305910",2015,"Pequot Grants",157761.04
"Bloomfield","0900305910",2015,"Elderly Freeze",0
"Bloomfield","0900305910",2015,"DECD Tax Abatement",58383
"Bloomfield","0900305910",2015,"DECD PILOT Grant",0
"Bloomfield","0900305910",2015,"LoCIP",126327
"Bloomfield","0900305910",2015,"Town Aid Road",337076
"Bloomfield","0900305910",2014,"Total",1138208.07
"Bloomfield","0900305910",2015,"Total",1169771.22
"Bristol","0900308490",2014,"Colleges & Hospitals PILOT",521930.05
"Bristol","0900308490",2014,"Elderly Circuit Breaker",345139.07
"Bristol","0900308490",2014,"State Property PILOT",84686.9
"Bristol","0900308490",2014,"Veterans' Exemption",31648.27
"Bristol","0900308490",2014,"Disability Exemption",12838.61
"Bristol","0900308490",2014,"Pequot Grants",588738.74
"Bristol","0900308490",2014,"Elderly Freeze",6000
"Bristol","0900308490",2014,"DECD Tax Abatement",0
"Bristol","0900308490",2014,"DECD PILOT Grant",84164
"Bristol","0900308490",2014,"LoCIP",473117
"Bristol","0900308490",2014,"Town Aid Road",665909.37
"Bristol","0900308490",2015,"Colleges & Hospitals PILOT",581447.34
"Bristol","0900308490",2015,"Elderly Circuit Breaker",342923.59
"Bristol","0900308490",2015,"State Property PILOT",95900.95
"Bristol","0900308490",2015,"Veterans' Exemption",30932.76
"Bristol","0900308490",2015,"Disability Exemption",13352.15
"Bristol","0900308490",2015,"Pequot Grants",592173.77
"Bristol","0900308490",2015,"Elderly Freeze",6000
"Bristol","0900308490",2015,"DECD Tax Abatement",0
"Bristol","0900308490",2015,"DECD PILOT Grant",54794
"Bristol","0900308490",2015,"LoCIP",471380
"Bristol","0900308490",2015,"Town Aid Road",665128
"Bristol","0900308490",2014,"Total",2814172.01
"Bristol","0900308490",2015,"Total",2854032.56
"Burlington","0900310100",2014,"Colleges & Hospitals PILOT",0
"Burlington","0900310100",2014,"Elderly Circuit Breaker",40433.06
"Burlington","0900310100",2014,"State Property PILOT",50286.29
"Burlington","0900310100",2014,"Veterans' Exemption",1390.84
"Burlington","0900310100",2014,"Disability Exemption",411.9
"Burlington","0900310100",2014,"Pequot Grants",19893.31
"Burlington","0900310100",2014,"Elderly Freeze",0
"Burlington","0900310100",2014,"DECD Tax Abatement",0
"Burlington","0900310100",2014,"DECD PILOT Grant",0
"Burlington","0900310100",2014,"LoCIP",74146
"Burlington","0900310100",2014,"Town Aid Road",258593.95
"Burlington","0900310100",2015,"Colleges & Hospitals PILOT",0
"Burlington","0900310100",2015,"Elderly Circuit Breaker",33232.6
"Burlington","0900310100",2015,"State Property PILOT",55498.43
"Burlington","0900310100",2015,"Veterans' Exemption",1747.71
"Burlington","0900310100",2015,"Disability Exemption",382.86
"Burlington","0900310100",2015,"Pequot Grants",21865.51
"Burlington","0900310100",2015,"Elderly Freeze",0
"Burlington","0900310100",2015,"DECD Tax Abatement",0
"Burlington","0900310100",2015,"DECD PILOT Grant",0
"Burlington","0900310100",2015,"LoCIP",74005
"Burlington","0900310100",2015,"Town Aid Road",259536
"Burlington","0900310100",2014,"Total",445155.35
"Burlington","0900310100",2015,"Total",446268.11
"Canton","0900312270",2014,"Colleges & Hospitals PILOT",0
"Canton","0900312270",2014,"Elderly Circuit Breaker",61127.73
"Canton","0900312270",2014,"State Property PILOT",27665.36
"Canton","0900312270",2014,"Veterans' Exemption",2418.44
"Canton","0900312270",2014,"Disability Exemption",829.83
"Canton","0900312270",2014,"Pequot Grants",22155.38
"Canton","0900312270",2014,"Elderly Freeze",0
"Canton","0900312270",2014,"DECD Tax Abatement",0
"Canton","0900312270",2014,"DECD PILOT Grant",0
"Canton","0900312270",2014,"LoCIP",68641
"Canton","0900312270",2014,"Town Aid Road",260786.5
"Canton","0900312270",2015,"Colleges & Hospitals PILOT",0
"Canton","0900312270",2015,"Elderly Circuit Breaker",62443.34
"Canton","0900312270",2015,"State Property PILOT",31365.2
"Canton","0900312270",2015,"Veterans' Exemption",2757.1
"Canton","0900312270",2015,"Disability Exemption",947.99
"Canton","0900312270",2015,"Pequot Grants",24270.41
"Canton","0900312270",2015,"Elderly Freeze",0
"Canton","0900312270",2015,"DECD Tax Abatement",0
"Canton","0900312270",2015,"DECD PILOT Grant",0
"Canton","0900312270",2015,"LoCIP",68569
"Canton","0900312270",2015,"Town Aid Road",261055
"Canton","0900312270",2014,"Total",443624.24
"Canton","0900312270",2015,"Total",451408.04
"East Granby","0900322070",2014,"Colleges & Hospitals PILOT",0
"East Granby","0900322070",2014,"Elderly Circuit Breaker",24325.42
"East Granby","0900322070",2014,"State Property PILOT",762572.84
"East Granby","0900322070",2014,"Veterans' Exemption",4367.76
"East Granby","0900322070",2014,"Disability Exemption",149.08
"East Granby","0900322070",2014,"Pequot Grants",15693.3
"East Granby","0900322070",2014,"Elderly Freeze",0
"East Granby","0900322070",2014,"DECD Tax Abatement",0
"East Granby","0900322070",2014,"DECD PILOT Grant",0
"East Granby","0900322070",2014,"LoCIP",34837
"East Granby","0900322070",2014,"Town Aid Road",201792.14
"East Granby","0900322070",2015,"Colleges & Hospitals PILOT",0
"East Granby","0900322070",2015,"Elderly Circuit Breaker",21609.86
"East Granby","0900322070",2015,"State Property PILOT",28827.87
"East Granby","0900322070",2015,"Veterans' Exemption",4833.03
"East Granby","0900322070",2015,"Disability Exemption",152.41
"East Granby","0900322070",2015,"Pequot Grants",17361.42
"East Granby","0900322070",2015,"Elderly Freeze",0
"East Granby","0900322070",2015,"DECD Tax Abatement",0
"East Granby","0900322070",2015,"DECD PILOT Grant",0
"East Granby","0900322070",2015,"LoCIP",34522
"East Granby","0900322070",2015,"Town Aid Road",201944
"East Granby","0900322070",2014,"Total",1043737.54
"East Granby","0900322070",2015,"Total",309250.59
"East Hartford","0900322630",2014,"Colleges & Hospitals PILOT",482178.23
"East Hartford","0900322630",2014,"Elderly Circuit Breaker",366445.36
"East Hartford","0900322630",2014,"State Property PILOT",716788.2
"East Hartford","0900322630",2014,"Veterans' Exemption",43734.96
"East Hartford","0900322630",2014,"Disability Exemption",11648.11
"East Hartford","0900322630",2014,"Pequot Grants",306328.85
"East Hartford","0900322630",2014,"Elderly Freeze",834
"East Hartford","0900322630",2014,"DECD Tax Abatement",0
"East Hartford","0900322630",2014,"DECD PILOT Grant",45404
"East Hartford","0900322630",2014,"LoCIP",454375
"East Hartford","0900322630",2014,"Town Aid Road",588529.96
"East Hartford","0900322630",2015,"Colleges & Hospitals PILOT",520320.39
"East Hartford","0900322630",2015,"Elderly Circuit Breaker",376495.27
"East Hartford","0900322630",2015,"State Property PILOT",790945.48
"East Hartford","0900322630",2015,"Veterans' Exemption",41534.08
"East Hartford","0900322630",2015,"Disability Exemption",11510.57
"East Hartford","0900322630",2015,"Pequot Grants",308116.14
"East Hartford","0900322630",2015,"Elderly Freeze",0
"East Hartford","0900322630",2015,"DECD Tax Abatement",0
"East Hartford","0900322630",2015,"DECD PILOT Grant",38734
"East Hartford","0900322630",2015,"LoCIP",448528
"East Hartford","0900322630",2015,"Town Aid Road",587141
"East Hartford","0900322630",2014,"Total",3016266.67
"East Hartford","0900322630",2015,"Total",3123324.93
"East Windsor","0900324800",2014,"Colleges & Hospitals PILOT",0
"East Windsor","0900324800",2014,"Elderly Circuit Breaker",77824.27
"East Windsor","0900324800",2014,"State Property PILOT",85311.37
"East Windsor","0900324800",2014,"Veterans' Exemption",6733.07
"East Windsor","0900324800",2014,"Disability Exemption",1860.28
"East Windsor","0900324800",2014,"Pequot Grants",43507.48
"East Windsor","0900324800",2014,"Elderly Freeze",0
"East Windsor","0900324800",2014,"DECD Tax Abatement",0
"East Windsor","0900324800",2014,"DECD PILOT Grant",0
"East Windsor","0900324800",2014,"LoCIP",77337
"East Windsor","0900324800",2014,"Town Aid Road",265770.32
"East Windsor","0900324800",2015,"Colleges & Hospitals PILOT",0
"East Windsor","0900324800",2015,"Elderly Circuit Breaker",81720.89
"East Windsor","0900324800",2015,"State Property PILOT",118146.26
"East Windsor","0900324800",2015,"Veterans' Exemption",6764.74
"East Windsor","0900324800",2015,"Disability Exemption",1615.81
"East Windsor","0900324800",2015,"Pequot Grants",48441.54
"East Windsor","0900324800",2015,"Elderly Freeze",0
"East Windsor","0900324800",2015,"DECD Tax Abatement",0
"East Windsor","0900324800",2015,"DECD PILOT Grant",0
"East Windsor","0900324800",2015,"LoCIP",78232
"East Windsor","0900324800",2015,"Town Aid Road",267394
"East Windsor","0900324800",2014,"Total",558343.79
"East Windsor","0900324800",2015,"Total",602315.24
"Enfield","0900325990",2014,"Colleges & Hospitals PILOT",23312.46
"Enfield","0900325990",2014,"Elderly Circuit Breaker",337137.24
"Enfield","0900325990",2014,"State Property PILOT",1144957.61
"Enfield","0900325990",2014,"Veterans' Exemption",41922.82
"Enfield","0900325990",2014,"Disability Exemption",5389.06
"Enfield","0900325990",2014,"Pequot Grants",1322294.89
"Enfield","0900325990",2014,"Elderly Freeze",2000
"Enfield","0900325990",2014,"DECD Tax Abatement",0
"Enfield","0900325990",2014,"DECD PILOT Grant",88960
"Enfield","0900325990",2014,"LoCIP",315668
"Enfield","0900325990",2014,"Town Aid Road",536209.21
"Enfield","0900325990",2015,"Colleges & Hospitals PILOT",29052.43
"Enfield","0900325990",2015,"Elderly Circuit Breaker",325605.41
"Enfield","0900325990",2015,"State Property PILOT",1301830.79
"Enfield","0900325990",2015,"Veterans' Exemption",40299.46
"Enfield","0900325990",2015,"Disability Exemption",6019.86
"Enfield","0900325990",2015,"Pequot Grants",1449946.34
"Enfield","0900325990",2015,"Elderly Freeze",2000
"Enfield","0900325990",2015,"DECD Tax Abatement",0
"Enfield","0900325990",2015,"DECD PILOT Grant",87821
"Enfield","0900325990",2015,"LoCIP",320305
"Enfield","0900325990",2015,"Town Aid Road",534951
"Enfield","0900325990",2014,"Total",3817851.29
"Enfield","0900325990",2015,"Total",4097831.29
"Farmington","0900327600",2014,"Colleges & Hospitals PILOT",27675.11
"Farmington","0900327600",2014,"Elderly Circuit Breaker",139343.62
"Farmington","0900327600",2014,"State Property PILOT",2745280.53
"Farmington","0900327600",2014,"Veterans' Exemption",5073.64
"Farmington","0900327600",2014,"Disability Exemption",869.5
"Farmington","0900327600",2014,"Pequot Grants",30763.11
"Farmington","0900327600",2014,"Elderly Freeze",2000
"Farmington","0900327600",2014,"DECD Tax Abatement",0
"Farmington","0900327600",2014,"DECD PILOT Grant",0
"Farmington","0900327600",2014,"LoCIP",138512
"Farmington","0900327600",2014,"Town Aid Road",372175.1
"Farmington","0900327600",2015,"Colleges & Hospitals PILOT",31717.62
"Farmington","0900327600",2015,"Elderly Circuit Breaker",141279.59
"Farmington","0900327600",2015,"State Property PILOT",3507095.39
"Farmington","0900327600",2015,"Veterans' Exemption",5284.98
"Farmington","0900327600",2015,"Disability Exemption",895.76
"Farmington","0900327600",2015,"Pequot Grants",31383.18
"Farmington","0900327600",2015,"Elderly Freeze",0
"Farmington","0900327600",2015,"DECD Tax Abatement",0
"Farmington","0900327600",2015,"DECD PILOT Grant",0
"Farmington","0900327600",2015,"LoCIP",136925
"Farmington","0900327600",2015,"Town Aid Road",372988
"Farmington","0900327600",2014,"Total",3461692.61
"Farmington","0900327600",2015,"Total",4227569.52
